ts_gap,gps_sys_delta,is_duplicate,label_id,label_name
-57.1858,-519370752.5151,0,4,ATK3B_UNDER
2.9585,1.0906,0,0,NORMAL
-31.6278,2453145448.7755,0,3,ATK3_OVER
7.7683,-519370779.3614,0,4,ATK3B_UNDER
-0.0242,-0.2263,0,0,NORMAL
-13.8124,2453145503.1419,0,3,ATK3_OVER
86438.1433,-29.2705,1,5,ATK4_REPLAY
86485.3384,-69.6918,0,1,ATK1_FUTURE
64.3546,2453145472.4245,0,3,ATK3_OVER
91.1681,-519370739.5217,0,4,ATK3B_UNDER
86375.0107,-15.8236,1,5,ATK4_REPLAY
86407.7523,0.1708,1,5,ATK4_REPLAY
86448.3863,-21.9732,0,1,ATK1_FUTURE
86416.0301,-46.0741,1,5,ATK4_REPLAY
54.1211,2453145425.3914,0,3,ATK3_OVER
86448.7992,-40.5444,0,1,ATK1_FUTURE
77.9864,-519370747.7034,0,4,ATK3B_UNDER
42.4258,864003.2886,0,2,ATK2_SPOOF
-2.2803,0.1466,0,0,NORMAL
26.6088,2453145420.0987,0,3,ATK3_OVER
86439.7313,-20.9025,1,5,ATK4_REPLAY
-0.3827,-0.3768,0,0,NORMAL
53.2828,-519370693.3064,0,4,ATK3B_UNDER
45.1184,864048.1082,0,2,ATK2_SPOOF
-43.4116,-519370790.7962,0,4,ATK3B_UNDER
74.3745,2453145422.7709,0,3,ATK3_OVER
55.0429,-519370695.3554,0,4,ATK3B_UNDER
86446.5189,-35.0672,0,1,ATK1_FUTURE
75.9762,863979.4162,0,2,ATK2_SPOOF
86379.3575,-13.9617,1,5,ATK4_REPLAY
-21.3132,-519370675.538,0,4,ATK3B_UNDER
57.6169,-519370738.8863,0,4,ATK3B_UNDER
86347.4724,0.8673,1,5,ATK4_REPLAY
-3.2902,863949.4484,0,2,ATK2_SPOOF
-0.6325,-0.7497,0,0,NORMAL
-0.0038,-0.5727,0,0,NORMAL
106.004,863940.5901,0,2,ATK2_SPOOF
137.6789,-519370758.442,0,4,ATK3B_UNDER
86322.9633,47.9403,0,1,ATK1_FUTURE
-12.6614,2453145451.4136,0,3,ATK3_OVER
86329.675,33.1263,0,1,ATK1_FUTURE
86462.9557,98.6098,0,1,ATK1_FUTURE
33.3167,-519370758.2156,0,4,ATK3B_UNDER
13.2659,863986.5487,0,2,ATK2_SPOOF
-57.0092,864011.4728,0,2,ATK2_SPOOF
14.369,864051.8187,0,2,ATK2_SPOOF
-56.8411,-519370724.2813,0,4,ATK3B_UNDER
1.8861,2453145549.498,0,3,ATK3_OVER
60.7915,-519370711.2824,0,4,ATK3B_UNDER
0.0127,-0.7814,0,0,NORMAL
66.8672,-519370817.7797,0,4,ATK3B_UNDER
1.3578,-1.9113,0,0,NORMAL
86339.1698,1.9657,0,1,ATK1_FUTURE
86292.1996,-62.9403,0,1,ATK1_FUTURE
86416.9904,-3.0833,0,1,ATK1_FUTURE
86414.3527,-52.6727,1,5,ATK4_REPLAY
86456.1547,-77.4629,0,1,ATK1_FUTURE
86.1947,2453145299.8595,0,3,ATK3_OVER
-45.999,2453145403.8281,0,3,ATK3_OVER
62.6053,2453145482.7437,0,3,ATK3_OVER
1.295,-0.3279,0,0,NORMAL
64.4033,863947.2579,0,2,ATK2_SPOOF
98.8488,863951.9217,0,2,ATK2_SPOOF
86427.1939,-74.833,0,1,ATK1_FUTURE
-2.1171,1.724,0,0,NORMAL
86346.1,-1.6007,1,5,ATK4_REPLAY
-2.2248,3.2401,0,0,NORMAL
-77.6759,-519370736.8033,0,4,ATK3B_UNDER
-20.1537,2453145395.2765,0,3,ATK3_OVER
86387.2307,44.4994,1,5,ATK4_REPLAY
86451.4715,52.8854,1,5,ATK4_REPLAY
50.1498,-519370753.0813,0,4,ATK3B_UNDER
14.1643,864003.5647,0,2,ATK2_SPOOF
67.471,-519370726.2661,0,4,ATK3B_UNDER
86373.324,15.1524,0,1,ATK1_FUTURE
43.399,2453145461.6724,0,3,ATK3_OVER
-36.6788,864032.6993,0,2,ATK2_SPOOF
-23.0821,864041.03,0,2,ATK2_SPOOF
86348.2794,-15.2823,1,5,ATK4_REPLAY
-14.7547,-519370729.1379,0,4,ATK3B_UNDER
86416.2045,-31.1801,0,1,ATK1_FUTURE
86468.6171,-66.8772,0,1,ATK1_FUTURE
-1.6803,-1.1155,0,0,NORMAL
14.6538,863982.414,0,2,ATK2_SPOOF
-112.7588,864071.7009,0,2,ATK2_SPOOF
35.673,863980.5097,0,2,ATK2_SPOOF
-8.4671,864000.6181,0,2,ATK2_SPOOF
-20.1215,-519370794.8898,0,4,ATK3B_UNDER
86420.9396,71.0619,1,5,ATK4_REPLAY
86441.3204,-25.3085,0,1,ATK1_FUTURE
86370.1895,-37.8805,1,5,ATK4_REPLAY
-58.0144,2453145534.3965,0,3,ATK3_OVER
86491.9074,-13.0415,1,5,ATK4_REPLAY
-3.3712,-0.4354,0,0,NORMAL
35.5575,2453145460.3837,0,3,ATK3_OVER
86363.7945,-36.2876,1,5,ATK4_REPLAY
86367.5369,111.7047,0,1,ATK1_FUTURE
86461.5938,29.7345,0,1,ATK1_FUTURE
3.1467,-1.2472,0,0,NORMAL
-101.1543,2453145477.1094,0,3,ATK3_OVER
86341.5195,-36.7876,0,1,ATK1_FUTURE
-104.9951,863912.9602,0,2,ATK2_SPOOF
-8.2882,2453145470.2442,0,3,ATK3_OVER
0.6192,-2.7002,0,0,NORMAL
86387.869,-63.9627,0,1,ATK1_FUTURE
-9.7502,864030.0373,0,2,ATK2_SPOOF
86377.2448,10.1797,1,5,ATK4_REPLAY
57.8985,864037.0321,0,2,ATK2_SPOOF
86344.3181,13.2668,1,5,ATK4_REPLAY
86.1705,-519370774.3209,0,4,ATK3B_UNDER
75.5568,863925.6264,0,2,ATK2_SPOOF
86433.9498,5.2761,1,5,ATK4_REPLAY
-2.3566,2.3808,0,0,NORMAL
64.7734,-519370751.1164,0,4,ATK3B_UNDER
86475.8633,92.8564,1,5,ATK4_REPLAY
-9.4434,2453145398.9655,0,3,ATK3_OVER
86372.6188,62.8639,1,5,ATK4_REPLAY
1.8953,2.8442,0,0,NORMAL
86462.6126,-126.3965,1,5,ATK4_REPLAY
86289.0263,29.2624,0,1,ATK1_FUTURE
-10.7122,2453145500.1919,0,3,ATK3_OVER
30.579,2453145381.838,0,3,ATK3_OVER
86433.5055,54.1421,1,5,ATK4_REPLAY
2.315,-6.0953,0,0,NORMAL
-32.7616,-519370676.5791,0,4,ATK3B_UNDER
-32.3508,2453145391.4248,0,3,ATK3_OVER
-176.4605,-519370704.8809,0,4,ATK3B_UNDER
86458.0046,-18.3339,0,1,ATK1_FUTURE
0.4345,1.9215,0,0,NORMAL
-2.0645,1.5431,0,0,NORMAL
-34.6007,864018.9679,0,2,ATK2_SPOOF
86348.685,-7.4367,1,5,ATK4_REPLAY
86414.0587,-35.6524,0,1,ATK1_FUTURE
86390.3375,48.9759,1,5,ATK4_REPLAY
86479.0524,-71.0689,1,5,ATK4_REPLAY
86435.3266,33.4099,0,1,ATK1_FUTURE
86409.9289,38.9765,0,1,ATK1_FUTURE
-107.7803,2453145508.3077,0,3,ATK3_OVER
0.5717,0.8349,0,0,NORMAL
86412.8329,-50.8008,0,1,ATK1_FUTURE
86429.8467,27.6929,1,5,ATK4_REPLAY
72.7259,863995.8334,0,2,ATK2_SPOOF
-1.6748,-0.4188,0,0,NORMAL
86274.1952,-20.3865,0,1,ATK1_FUTURE
-47.8472,2453145474.2319,0,3,ATK3_OVER
86440.0034,-36.171,1,5,ATK4_REPLAY
-0.7892,-1.8531,0,0,NORMAL
86433.0974,71.0538,0,1,ATK1_FUTURE
136.5644,864001.5787,0,2,ATK2_SPOOF
-2.0373,2453145437.1505,0,3,ATK3_OVER
26.6626,864080.8141,0,2,ATK2_SPOOF
86357.3531,-79.3746,0,1,ATK1_FUTURE
-43.5187,863969.6235,0,2,ATK2_SPOOF
80.7057,863973.4272,0,2,ATK2_SPOOF
39.1803,2453145413.4187,0,3,ATK3_OVER
0.3606,-519370747.6763,0,4,ATK3B_UNDER
0.6388,-3.1344,0,0,NORMAL
-33.8755,2453145478.9986,0,3,ATK3_OVER
86364.726,-45.4342,1,5,ATK4_REPLAY
1.0975,-0.4288,0,0,NORMAL
114.0208,-519370754.0806,0,4,ATK3B_UNDER
86489.1147,2.0168,0,1,ATK1_FUTURE
86440.8188,36.453,1,5,ATK4_REPLAY
-68.5888,2453145322.6827,0,3,ATK3_OVER
86362.4601,-46.7078,1,5,ATK4_REPLAY
86403.5057,99.113,0,1,ATK1_FUTURE
86377.5258,-24.6434,0,1,ATK1_FUTURE
-1.3979,1.7531,0,0,NORMAL
86420.799,12.1643,1,5,ATK4_REPLAY
86424.7636,-34.9626,0,1,ATK1_FUTURE
86309.9761,-79.2802,0,1,ATK1_FUTURE
-41.769,863900.6062,0,2,ATK2_SPOOF
4.716,864079.2631,0,2,ATK2_SPOOF
86280.9366,48.3065,0,1,ATK1_FUTURE
86449.6884,-39.8552,1,5,ATK4_REPLAY
-2.5514,-0.3938,0,0,NORMAL
0.6087,0.8556,0,0,NORMAL
86389.7142,2.693,1,5,ATK4_REPLAY
0.6816,-2.1038,0,0,NORMAL
86397.3349,10.9701,0,1,ATK1_FUTURE
-1.8389,-0.4586,0,0,NORMAL
-0.0932,0.4711,0,0,NORMAL
86459.4392,-13.5198,0,1,ATK1_FUTURE
19.6129,-519370711.5311,0,4,ATK3B_UNDER
-21.558,-519370754.6878,0,4,ATK3B_UNDER
30.8567,-519370740.9499,0,4,ATK3B_UNDER
86307.1844,52.9276,0,1,ATK1_FUTURE
86362.4999,-3.0462,0,1,ATK1_FUTURE
0.2621,-1.281,0,0,NORMAL
-31.0506,864000.3692,0,2,ATK2_SPOOF
86448.9793,-3.0758,0,1,ATK1_FUTURE
-48.2369,863868.7917,0,2,ATK2_SPOOF
-3.8739,0.7868,0,0,NORMAL
-0.5946,1.0963,0,0,NORMAL
3.9946,-3.2418,0,0,NORMAL
-117.7585,2453145341.0515,0,3,ATK3_OVER
73.4877,-519370635.3597,0,4,ATK3B_UNDER
-12.4212,2453145432.4236,0,3,ATK3_OVER
86440.244,53.7861,0,1,ATK1_FUTURE
86365.4115,8.8796,0,1,ATK1_FUTURE
-25.7195,-519370749.4522,0,4,ATK3B_UNDER
3.6462,2453145405.0954,0,3,ATK3_OVER
0.3439,1.2968,0,0,NORMAL
86431.6711,33.8307,0,1,ATK1_FUTURE
86423.0084,-46.23,1,5,ATK4_REPLAY
63.5536,2453145480.4103,0,3,ATK3_OVER
86431.938,-9.9416,0,1,ATK1_FUTURE
14.0603,864022.5961,0,2,ATK2_SPOOF
-5.1295,-1.3974,0,0,NORMAL
86362.4638,74.0227,0,1,ATK1_FUTURE
61.5129,2453145482.1484,0,3,ATK3_OVER
4.0765,2453145517.0173,0,3,ATK3_OVER
-22.3933,863978.5354,0,2,ATK2_SPOOF
86419.7119,12.7597,0,1,ATK1_FUTURE
-2.0274,0.5402,0,0,NORMAL
86373.7516,23.0879,1,5,ATK4_REPLAY
86377.4382,-68.7247,1,5,ATK4_REPLAY
-8.736,-519370720.4607,0,4,ATK3B_UNDER
64.1923,863980.4401,0,2,ATK2_SPOOF
86408.0703,-36.366,1,5,ATK4_REPLAY
86427.5462,-16.8715,0,1,ATK1_FUTURE
-35.757,-519370719.2937,0,4,ATK3B_UNDER
22.4237,-519370697.0435,0,4,ATK3B_UNDER
-44.7377,2453145411.0258,0,3,ATK3_OVER
23.1193,864024.6861,0,2,ATK2_SPOOF
22.9703,-519370726.1102,0,4,ATK3B_UNDER
86407.1267,-53.0715,1,5,ATK4_REPLAY
86333.2366,-6.7555,1,5,ATK4_REPLAY
86409.0174,-4.2795,1,5,ATK4_REPLAY
86501.8009,41.8738,1,5,ATK4_REPLAY
-76.3348,-519370703.809,0,4,ATK3B_UNDER
86479.3002,21.9962,0,1,ATK1_FUTURE
29.9913,2453145450.0174,0,3,ATK3_OVER
86431.9968,39.2477,0,1,ATK1_FUTURE
-16.2114,-519370668.8746,0,4,ATK3B_UNDER
77.5589,2453145394.599,0,3,ATK3_OVER
86430.1503,31.3555,0,1,ATK1_FUTURE
0.0618,1.7211,0,0,NORMAL
2.2069,864067.1091,0,2,ATK2_SPOOF
-26.6189,2453145442.1877,0,3,ATK3_OVER
86370.6018,-29.7686,1,5,ATK4_REPLAY
-5.3457,-0.4529,0,0,NORMAL
6.5979,-519370681.8957,0,4,ATK3B_UNDER
86461.0373,-4.2765,1,5,ATK4_REPLAY
-28.7997,-519370635.8398,0,4,ATK3B_UNDER
-27.3224,2453145539.4634,0,3,ATK3_OVER
63.6211,2453145480.2107,0,3,ATK3_OVER
86363.9255,22.5007,1,5,ATK4_REPLAY
-24.4054,863996.6329,0,2,ATK2_SPOOF
86367.2977,25.0596,1,5,ATK4_REPLAY
70.1803,-519370693.3342,0,4,ATK3B_UNDER
77.3306,2453145353.8691,0,3,ATK3_OVER
-20.6516,-519370800.5788,0,4,ATK3B_UNDER
4.4506,2453145515.2231,0,3,ATK3_OVER
86278.4326,-16.4514,1,5,ATK4_REPLAY
-130.2894,-519370702.7632,0,4,ATK3B_UNDER
-35.875,2453145420.7372,0,3,ATK3_OVER
-37.5349,864043.4033,0,2,ATK2_SPOOF
40.8115,-519370692.7348,0,4,ATK3B_UNDER
-40.8504,864046.2288,0,2,ATK2_SPOOF
51.9284,-519370743.9466,0,4,ATK3B_UNDER
86496.7691,24.2322,0,1,ATK1_FUTURE
62.3583,-519370643.5601,0,4,ATK3B_UNDER
-32.9749,863997.8957,0,2,ATK2_SPOOF
86400.5491,22.3231,0,1,ATK1_FUTURE
-3.5134,-2.3149,0,0,NORMAL
-52.0562,863936.0305,0,2,ATK2_SPOOF
-3.5739,-519370704.5919,0,4,ATK3B_UNDER
-77.3616,-519370751.2067,0,4,ATK3B_UNDER
-33.1483,2453145446.178,0,3,ATK3_OVER
1.1616,0.6599,0,0,NORMAL
-1.0678,-0.88,0,0,NORMAL
86441.2033,25.9902,1,5,ATK4_REPLAY
86434.1196,78.4103,0,1,ATK1_FUTURE
86364.6576,-8.2248,1,5,ATK4_REPLAY
-23.3395,864024.8568,0,2,ATK2_SPOOF
30.3527,863995.3979,0,2,ATK2_SPOOF
-0.3339,-0.5612,0,0,NORMAL
86349.5846,0.7443,0,1,ATK1_FUTURE
-19.3342,864023.3246,0,2,ATK2_SPOOF
86389.8141,54.4832,1,5,ATK4_REPLAY
86382.1403,57.8997,1,5,ATK4_REPLAY
30.2375,-519370743.677,0,4,ATK3B_UNDER
23.0528,-519370810.7688,0,4,ATK3B_UNDER
-86.0976,2453145374.7086,0,3,ATK3_OVER
-0.8247,0.4345,0,0,NORMAL
86395.2903,-98.6841,0,1,ATK1_FUTURE
-27.104,864066.4937,0,2,ATK2_SPOOF
42.2101,864160.408,0,2,ATK2_SPOOF
86268.4933,-29.8196,1,5,ATK4_REPLAY
86426.7244,2.1305,1,5,ATK4_REPLAY
86469.0153,-32.3901,1,5,ATK4_REPLAY
3.9748,2453145509.7399,0,3,ATK3_OVER
86429.4352,-24.717,0,1,ATK1_FUTURE
-78.6929,863955.129,0,2,ATK2_SPOOF
-53.339,2453145424.3682,0,3,ATK3_OVER
86413.3396,-18.2082,1,5,ATK4_REPLAY
86379.2593,-48.9357,1,5,ATK4_REPLAY
38.3671,-519370669.5705,0,4,ATK3B_UNDER
11.145,2453145450.3235,0,3,ATK3_OVER
5.8277,0.0076,0,0,NORMAL
-22.284,864022.7266,0,2,ATK2_SPOOF
-0.284,0.1069,0,0,NORMAL
-18.509,-519370769.1882,0,4,ATK3B_UNDER
63.8235,863981.0049,0,2,ATK2_SPOOF
86353.826,-24.2365,0,1,ATK1_FUTURE
86337.1309,-54.6277,0,1,ATK1_FUTURE
-1.3058,0.3241,0,0,NORMAL
13.7891,-519370679.8706,0,4,ATK3B_UNDER
48.8491,-519370666.6795,0,4,ATK3B_UNDER
86383.5838,25.7472,1,5,ATK4_REPLAY
1.2879,-0.2048,0,0,NORMAL
43.0309,863968.0712,0,2,ATK2_SPOOF
86421.7005,98.3064,0,1,ATK1_FUTURE
86372.9413,6.1294,1,5,ATK4_REPLAY
-1.5035,-1.5609,0,0,NORMAL
-0.2373,0.7324,0,0,NORMAL
-3.4174,2453145473.943,0,3,ATK3_OVER
0.7309,-4.0755,0,0,NORMAL
-1.0412,0.6417,0,0,NORMAL
1.3367,-1.4298,0,0,NORMAL
1.7575,-519370817.3585,0,4,ATK3B_UNDER
-98.9626,2453145484.3366,0,3,ATK3_OVER
86409.1095,-70.2844,1,5,ATK4_REPLAY
86303.1307,-32.4139,1,5,ATK4_REPLAY
-7.2968,4.0019,0,0,NORMAL
-13.3292,-519370663.8725,0,4,ATK3B_UNDER
86479.6456,-29.1943,0,1,ATK1_FUTURE
1.656,1.1309,0,0,NORMAL
86344.5176,76.4677,1,5,ATK4_REPLAY
-26.9894,864020.1158,0,2,ATK2_SPOOF
-8.4465,864041.2371,0,2,ATK2_SPOOF
-61.8898,-519370704.6383,0,4,ATK3B_UNDER
86405.9562,-33.4169,0,1,ATK1_FUTURE
40.8021,-519370783.3743,0,4,ATK3B_UNDER
99.9233,2453145481.0431,0,3,ATK3_OVER
86375.6443,-32.453,0,1,ATK1_FUTURE
-26.1055,-519370711.4449,0,4,ATK3B_UNDER
-2.2881,-519370645.5078,0,4,ATK3B_UNDER
-1.9791,-4.6392,0,0,NORMAL
-44.1486,2453145442.0675,0,3,ATK3_OVER
1.9792,-2.9701,0,0,NORMAL
63.9844,-519370739.6559,0,4,ATK3B_UNDER
33.7361,-519370742.0348,0,4,ATK3B_UNDER
-2.4376,-1.759,0,0,NORMAL
-96.3761,2453145498.7013,0,3,ATK3_OVER
-110.1425,2453145502.6357,0,3,ATK3_OVER
86477.351,-21.5648,1,5,ATK4_REPLAY
86351.4191,3.1989,0,1,ATK1_FUTURE
2.6413,2.8774,0,0,NORMAL
86360.5119,4.9134,1,5,ATK4_REPLAY
-37.3097,863952.1752,0,2,ATK2_SPOOF
86401.8936,-21.1197,1,5,ATK4_REPLAY
12.626,-519370696.4337,0,4,ATK3B_UNDER
2.425,1.5036,0,0,NORMAL
86421.1234,-98.5008,0,1,ATK1_FUTURE
-62.0869,2453145481.9389,0,3,ATK3_OVER
-49.5775,2453145414.5282,0,3,ATK3_OVER
86348.1709,57.4688,0,1,ATK1_FUTURE
-86.6651,863934.7992,0,2,ATK2_SPOOF
5.7775,2453145495.5871,0,3,ATK3_OVER
-4.0554,864006.062,0,2,ATK2_SPOOF
-15.7917,2453145447.4012,0,3,ATK3_OVER
37.7911,2453145410.7213,0,3,ATK3_OVER
-0.6173,-0.7072,0,0,NORMAL
86297.2619,84.3777,0,1,ATK1_FUTURE
2.1369,3.8259,0,0,NORMAL
-3.4469,0.1128,0,0,NORMAL
86385.7351,33.575,1,5,ATK4_REPLAY
86390.877,39.6201,1,5,ATK4_REPLAY
86367.9452,28.2906,1,5,ATK4_REPLAY
1.8566,0.4739,0,0,NORMAL
86428.2577,36.7867,0,1,ATK1_FUTURE
0.9815,-2.4558,0,0,NORMAL
86377.8992,84.7886,1,5,ATK4_REPLAY
-8.58,2453145424.2323,0,3,ATK3_OVER
1.7884,-1.9668,0,0,NORMAL
2.7013,3.4122,0,0,NORMAL
86421.1753,42.7059,1,5,ATK4_REPLAY
86372.8998,-3.2523,0,1,ATK1_FUTURE
86350.0428,4.3127,0,1,ATK1_FUTURE
2.1706,-1.2326,0,0,NORMAL
-20.8544,2453145456.5703,0,3,ATK3_OVER
-93.2051,-519370579.9299,0,4,ATK3B_UNDER
13.8351,-519370765.8837,0,4,ATK3B_UNDER
-48.1315,863893.6451,0,2,ATK2_SPOOF
-18.4728,864011.9579,0,2,ATK2_SPOOF
86400.4437,-42.3951,1,5,ATK4_REPLAY
86365.2868,18.6163,0,1,ATK1_FUTURE
-77.5993,-519370662.5751,0,4,ATK3B_UNDER
-4.2333,1.2891,0,0,NORMAL
18.4005,864006.626,0,2,ATK2_SPOOF
2.9229,1.5002,0,0,NORMAL
27.6938,863972.5286,0,2,ATK2_SPOOF
-11.0442,2453145402.2259,0,3,ATK3_OVER
-2.1058,-4.9614,0,0,NORMAL
-13.9183,863997.0073,0,2,ATK2_SPOOF
41.8461,2453145437.0237,0,3,ATK3_OVER
22.834,-519370687.2282,0,4,ATK3B_UNDER
-52.1958,2453145409.4937,0,3,ATK3_OVER
7.2583,2453145477.555,0,3,ATK3_OVER
67.9092,863939.4613,0,2,ATK2_SPOOF
-1.087,0.9974,0,0,NORMAL
-32.1213,2453145386.5513,0,3,ATK3_OVER
-2.8921,-0.4809,0,0,NORMAL
86435.4367,-4.8459,1,5,ATK4_REPLAY
28.7674,864011.3437,0,2,ATK2_SPOOF
0.3707,-4.5208,0,0,NORMAL
-51.2131,863945.0269,0,2,ATK2_SPOOF
86425.7997,60.8308,1,5,ATK4_REPLAY
-42.1928,2453145484.0319,0,3,ATK3_OVER
0.8926,0.1572,0,0,NORMAL
106.0185,2453145480.99,0,3,ATK3_OVER
86376.8722,6.9556,0,1,ATK1_FUTURE
-1.5731,3.0327,0,0,NORMAL
-6.0799,2453145484.3279,0,3,ATK3_OVER
-18.2878,2453145427.7835,0,3,ATK3_OVER
86397.4638,-98.331,1,5,ATK4_REPLAY
86409.75,21.4681,1,5,ATK4_REPLAY
84.6883,864095.4395,0,2,ATK2_SPOOF
-50.1944,864035.7769,0,2,ATK2_SPOOF
86447.8195,-28.4456,1,5,ATK4_REPLAY
-2.2141,3.8676,0,0,NORMAL
73.5287,-519370717.1564,0,4,ATK3B_UNDER
-0.1924,2.0946,0,0,NORMAL
86512.4656,-25.1998,1,5,ATK4_REPLAY
56.3493,-519370571.3814,0,4,ATK3B_UNDER
27.8078,-519370784.2908,0,4,ATK3B_UNDER
21.1093,864050.6407,0,2,ATK2_SPOOF
15.627,863966.6425,0,2,ATK2_SPOOF
86388.7251,78.5125,1,5,ATK4_REPLAY
-20.9193,2453145444.0387,0,3,ATK3_OVER
-1.7381,0.7769,0,0,NORMAL
86473.4969,3.2068,0,1,ATK1_FUTURE
27.6364,2453145432.9751,0,3,ATK3_OVER
70.4224,863923.7072,0,2,ATK2_SPOOF
142.8737,864028.3204,0,2,ATK2_SPOOF
86387.0395,37.4407,0,1,ATK1_FUTURE
2.2292,-0.6131,0,0,NORMAL
98.4613,2453145488.8833,0,3,ATK3_OVER
-9.4372,864050.3195,0,2,ATK2_SPOOF
-0.2124,-0.6134,0,0,NORMAL
86382.1032,-25.5311,1,5,ATK4_REPLAY
86404.683,0.1232,1,5,ATK4_REPLAY
86438.3676,19.8465,1,5,ATK4_REPLAY
3.1942,2453145424.4346,0,3,ATK3_OVER
71.5623,-519370725.8875,0,4,ATK3B_UNDER
-0.804,1.3287,0,0,NORMAL
86358.8649,124.6369,0,1,ATK1_FUTURE
-57.3633,2453145490.2351,0,3,ATK3_OVER
60.6562,2453145394.268,0,3,ATK3_OVER
-3.2045,-0.6349,0,0,NORMAL
86400.374,61.2128,1,5,ATK4_REPLAY
11.4694,864070.8472,0,2,ATK2_SPOOF
86325.898,-55.4375,1,5,ATK4_REPLAY
86453.9505,-11.371,0,1,ATK1_FUTURE
-5.7228,2453145450.9038,0,3,ATK3_OVER
-25.6471,-519370776.4874,0,4,ATK3B_UNDER
86421.0006,15.1777,1,5,ATK4_REPLAY
86454.6973,-13.0742,1,5,ATK4_REPLAY
86374.3316,-76.9607,1,5,ATK4_REPLAY
2.3425,-0.0445,0,0,NORMAL
-14.4582,2453145389.249,0,3,ATK3_OVER
0.7375,0.1043,0,0,NORMAL
21.4374,863951.6907,0,2,ATK2_SPOOF
11.6214,-519370727.6676,0,4,ATK3B_UNDER
-0.0712,-1.4688,0,0,NORMAL
15.918,864032.0151,0,2,ATK2_SPOOF
-0.3863,864017.8571,0,2,ATK2_SPOOF
86403.6898,29.3838,1,5,ATK4_REPLAY
-29.2592,2453145478.1454,0,3,ATK3_OVER
-59.3763,864008.8615,0,2,ATK2_SPOOF
-56.7898,-519370563.0851,0,4,ATK3B_UNDER
59.8408,864026.4009,0,2,ATK2_SPOOF
4.0463,-519370801.2953,0,4,ATK3B_UNDER
37.1703,-519370737.4544,0,4,ATK3B_UNDER
2.5777,2453145478.432,0,3,ATK3_OVER
-11.7338,863957.927,0,2,ATK2_SPOOF
-16.2298,2453145512.6365,0,3,ATK3_OVER
86382.1069,-62.2291,1,5,ATK4_REPLAY
86426.8521,11.28,1,5,ATK4_REPLAY
86359.9077,-15.3714,1,5,ATK4_REPLAY
-95.1451,-519370857.7967,0,4,ATK3B_UNDER
20.5408,-519370724.5711,0,4,ATK3B_UNDER
86293.5915,1.2981,0,1,ATK1_FUTURE
1.1818,-1.4646,0,0,NORMAL
65.2165,864015.8797,0,2,ATK2_SPOOF
86448.3074,-15.0363,1,5,ATK4_REPLAY
86380.0226,0.4776,0,1,ATK1_FUTURE
86361.9004,12.0726,0,1,ATK1_FUTURE
86457.1295,-79.7438,0,1,ATK1_FUTURE
60.2254,863966.5477,0,2,ATK2_SPOOF
2.3755,2.9548,0,0,NORMAL
76.0053,2453145407.2081,0,3,ATK3_OVER
-51.3041,2453145479.4231,0,3,ATK3_OVER
2.762,-519370756.4747,0,4,ATK3B_UNDER
9.4918,2453145414.2478,0,3,ATK3_OVER
86313.7327,-49.128,1,5,ATK4_REPLAY
109.0688,-519370798.6661,0,4,ATK3B_UNDER
25.0232,864010.1682,0,2,ATK2_SPOOF
86333.4561,-1.9455,0,1,ATK1_FUTURE
1.6072,1.6489,0,0,NORMAL
-18.6373,-519370731.3767,0,4,ATK3B_UNDER
-121.709,-519370744.8888,0,4,ATK3B_UNDER
86358.6208,36.0613,0,1,ATK1_FUTURE
-41.8517,2453145449.6933,0,3,ATK3_OVER
86359.5437,34.3826,0,1,ATK1_FUTURE
13.7218,-519370752.3664,0,4,ATK3B_UNDER
-18.9143,863977.9955,0,2,ATK2_SPOOF
86316.0445,-37.1339,0,1,ATK1_FUTURE
0.7488,-1.572,0,0,NORMAL
86452.0163,0.8394,1,5,ATK4_REPLAY
0.4049,-519370659.9996,0,4,ATK3B_UNDER
19.8992,2453145412.0239,0,3,ATK3_OVER
86355.6133,-39.2032,1,5,ATK4_REPLAY
-2.6578,863924.6259,0,2,ATK2_SPOOF
86403.2107,-24.1366,1,5,ATK4_REPLAY
86439.3741,20.2273,0,1,ATK1_FUTURE
-80.9867,2453145442.8389,0,3,ATK3_OVER
86406.187,17.8378,0,1,ATK1_FUTURE
86333.3263,-8.5205,0,1,ATK1_FUTURE
3.4547,0.107,0,0,NORMAL
31.6158,2453145500.4301,0,3,ATK3_OVER
-9.2794,-519370656.197,0,4,ATK3B_UNDER
58.9669,863988.26,0,2,ATK2_SPOOF
43.2909,863986.3619,0,2,ATK2_SPOOF
28.6863,-519370719.4855,0,4,ATK3B_UNDER
-54.316,2453145475.8444,0,3,ATK3_OVER
26.2532,-519370741.5065,0,4,ATK3B_UNDER
-10.0106,2453145409.1799,0,3,ATK3_OVER
-4.5615,-1.3254,0,0,NORMAL
86398.4628,11.7298,0,1,ATK1_FUTURE
86395.0451,-54.9753,1,5,ATK4_REPLAY
34.9755,-519370722.5764,0,4,ATK3B_UNDER
-16.3871,2453145496.5821,0,3,ATK3_OVER
86359.189,-43.1639,1,5,ATK4_REPLAY
-5.0212,-519370711.8751,0,4,ATK3B_UNDER
-30.849,863992.9962,0,2,ATK2_SPOOF
20.951,-519370682.6833,0,4,ATK3B_UNDER
86397.4686,23.5225,0,1,ATK1_FUTURE
-0.5876,1.1004,0,0,NORMAL
-4.8107,864056.2466,0,2,ATK2_SPOOF
0.9188,0.9244,0,0,NORMAL
